years,sd_lwr,PXt,sd_upr,PXt_min,PXt_max,scientific_name
1973,0.848964427,0.881680435,0.914396443,0.58634787,1,Zoothera neilgherriensis
1974,0.844395868,0.877547558,0.910699247,0.574914086,1,Zoothera neilgherriensis
1975,0.839829895,0.873434053,0.907038211,0.563703262,1,Zoothera neilgherriensis
1976,0.835370382,0.869339831,0.903309281,0.552711048,1,Zoothera neilgherriensis
1977,0.830894543,0.865264801,0.899635059,0.541933183,1,Zoothera neilgherriensis
1978,0.826456177,0.861208872,0.895961567,0.531365486,1,Zoothera neilgherriensis
1979,0.82200178,0.857171955,0.892342131,0.521003859,1,Zoothera neilgherriensis
1980,0.817463807,0.853153962,0.888844117,0.510844283,1,Zoothera neilgherriensis
1981,0.813087512,0.849154803,0.885222094,0.50088282,1,Zoothera neilgherriensis
1982,0.808711097,0.84517439,0.881637683,0.491115605,1,Zoothera neilgherriensis
1983,0.804248419,0.841212635,0.87817685,0.481538851,1,Zoothera neilgherriensis
1984,0.799891765,0.83726945,0.874647136,0.472148843,1,Zoothera neilgherriensis
1985,0.795525452,0.83334475,0.871164048,0.462941941,1,Zoothera neilgherriensis
1986,0.791290147,0.829438446,0.867586746,0.453914573,1,Zoothera neilgherriensis
1987,0.787113402,0.825550454,0.863987506,0.445063239,1,Zoothera neilgherriensis
1988,0.782852019,0.821680686,0.860509353,0.436384505,1,Zoothera neilgherriensis
1989,0.77858856,0.817829058,0.857069555,0.427875008,1,Zoothera neilgherriensis
1990,0.774373873,0.813995484,0.853617095,0.419531445,1,Zoothera neilgherriensis
1991,0.77023768,0.81017988,0.850122081,0.411350582,1,Zoothera neilgherriensis
1992,0.76621363,0.806382162,0.846550694,0.403329245,1,Zoothera neilgherriensis
1993,0.762075499,0.802602246,0.843128992,0.395464325,1,Zoothera neilgherriensis
1994,0.989349886,0.994078067,0.998806249,0.969773216,1,Zoothera neilgherriensis
1995,0.981010294,0.989418326,0.997826359,0.950862639,1,Zoothera neilgherriensis
1996,0.973921089,0.984780428,0.995639767,0.932320817,1,Zoothera neilgherriensis
1997,0.967304879,0.98016427,0.99302366,0.914140561,1,Zoothera neilgherriensis
1998,0.960916866,0.97556975,0.990222633,0.89631482,1,Zoothera neilgherriensis
1999,0.954862901,0.970996767,0.987130632,0.878836681,1,Zoothera neilgherriensis
2000,0.949081617,0.966445219,0.983808821,0.861699366,1,Zoothera neilgherriensis
2001,0.943433316,0.961915007,0.980396699,0.844896228,1,Zoothera neilgherriensis
2002,0.937769354,0.957406031,0.977042707,0.828420752,1,Zoothera neilgherriensis
2003,0.97272898,0.981897563,0.991066146,0.914210376,1,Zoothera neilgherriensis
2004,0.965823183,0.977294918,0.988766654,0.896383274,1,Zoothera neilgherriensis
2005,0.959508129,0.972713848,0.985919567,0.8789038,1,Zoothera neilgherriensis
2006,0.953171674,0.968154252,0.98313683,0.861765176,1,Zoothera neilgherriensis
2007,0.947166378,0.963616029,0.98006568,0.844960755,1,Zoothera neilgherriensis
2008,0.941402738,0.959099079,0.97679542,0.82848402,1,Zoothera neilgherriensis
2009,0.935608717,0.954603302,0.973597887,0.812328582,1,Zoothera neilgherriensis
2010,0.930033857,0.950128599,0.970223341,0.796488174,1,Zoothera neilgherriensis
2011,0.924493083,0.945674871,0.96685666,0.780956655,1,Zoothera neilgherriensis
2012,0.919094634,0.94124202,0.963389407,0.765728,1,Zoothera neilgherriensis
2013,0.913720325,0.936829948,0.959939572,0.750796304,1,Zoothera neilgherriensis
2014,0.908417989,0.932438558,0.956459127,0.736155776,1,Zoothera neilgherriensis
2015,0.903173244,0.928067752,0.952962261,0.721800739,1,Zoothera neilgherriensis
2016,0.897978313,0.923717435,0.949456556,0.707725624,1,Zoothera neilgherriensis
2017,0.892760074,0.919387509,0.946014944,0.693924974,1,Zoothera neilgherriensis
2018,0.887611454,0.91507788,0.942544306,0.680393437,1,Zoothera neilgherriensis
2019,0.882635915,0.910788453,0.93894099,0.667125765,1,Zoothera neilgherriensis
2020,0.877686447,0.906519132,0.935351816,0.654116813,1,Zoothera neilgherriensis
2021,0.994874103,0.997195574,0.999517045,0.982705841,1,Zoothera neilgherriensis
2022,0.985158056,0.99252122,0.999884383,0.963543077,1,Zoothera neilgherriensis
2023,0.977696686,0.987868776,0.998040867,0.944753987,1,Zoothera neilgherriensis
2024,0.97100502,0.983238142,0.995471263,0.926331284,1,Zoothera neilgherriensis
2025,0.964512221,0.978629213,0.992746204,0.908267824,1,Zoothera neilgherriensis
2026,0.958328917,0.974041888,0.98975486,0.890556601,1,Zoothera neilgherriensis
2027,0.952511702,0.969476067,0.986440432,0.873190748,1,Zoothera neilgherriensis
2028,0.94666506,0.964931648,0.983198236,0.856163528,1,Zoothera neilgherriensis
2029,0.940963879,0.960408531,0.979853182,0.839468339,1,Zoothera neilgherriensis
2030,0.935355567,0.955906616,0.976457665,0.823098707,1,Zoothera neilgherriensis
1943,1,1,1,1,1,Yungipicus nanus
1944,0.988361878,0.9953125,1.002263122,0.9805,1,Yungipicus nanus
1945,0.980707776,0.990646973,1.000586169,0.96138025,1,Yungipicus nanus
1946,0.973839224,0.986003315,0.998167406,0.942633335,1,Yungipicus nanus
1947,0.967361277,0.981381424,0.995401572,0.924251985,1,Yungipicus nanus
1948,0.961243738,0.976781199,0.99231866,0.906229071,1,Yungipicus nanus
1949,0.955301419,0.972202537,0.989103656,0.888557604,1,Yungipicus nanus
1950,0.949454085,0.967645338,0.98583659,0.871230731,1,Yungipicus nanus
1951,0.943732142,0.9631095,0.982486859,0.854241732,1,Yungipicus nanus
1952,0.938219612,0.958594924,0.978970236,0.837584018,1,Yungipicus nanus
1953,0.932580907,0.954101511,0.975622115,0.82125113,1,Yungipicus nanus
1954,0.927119668,0.94962916,0.972138652,0.805236733,1,Yungipicus nanus
1955,0.921866964,0.945177773,0.968488583,0.789534616,1,Yungipicus nanus
1956,0.916636202,0.940747252,0.964858303,0.774138691,1,Yungipicus nanus
1957,0.911408183,0.9363375,0.961266816,0.759042987,1,Yungipicus nanus
1958,0.906241873,0.931948418,0.957654963,0.744241649,1,Yungipicus nanus
1959,0.901090168,0.927579909,0.954069651,0.729728937,1,Yungipicus nanus
1960,0.895987038,0.923231879,0.95047672,0.715499222,1,Yungipicus nanus
1961,0.890838464,0.918904229,0.946969994,0.701546987,1,Yungipicus nanus
1962,0.885921895,0.914596866,0.943271836,0.687866821,1,Yungipicus nanus
1963,0.880948351,0.910309693,0.939671034,0.674453418,1,Yungipicus nanus
1964,0.876050578,0.906042616,0.936034654,0.661301577,1,Yungipicus nanus
1965,0.871284042,0.901795541,0.93230704,0.648406196,1,Yungipicus nanus
1966,0.866486696,0.897568375,0.928650053,0.635762275,1,Yungipicus nanus
1967,0.861758433,0.893361023,0.924963613,0.623364911,1,Yungipicus nanus
1968,0.857056658,0.889173393,0.921290129,0.611209295,1,Yungipicus nanus
1969,0.852392848,0.885005393,0.917617937,0.599290714,1,Yungipicus nanus
1970,0.847774659,0.88085693,0.913939201,0.587604545,1,Yungipicus nanus
1971,0.843269006,0.876727913,0.91018682,0.576146256,1,Yungipicus nanus
1972,0.838811689,0.872618251,0.906424814,0.564911404,1,Yungipicus nanus
1973,0.834260763,0.868527853,0.902794943,0.553895632,1,Yungipicus nanus
1974,0.829687686,0.864456629,0.899225572,0.543094667,1,Yungipicus nanus
1975,0.82527867,0.860404488,0.895530307,0.532504321,1,Yungipicus nanus
1976,0.820813584,0.856371342,0.891929101,0.522120487,1,Yungipicus nanus
1977,0.816353857,0.852357102,0.888360347,0.511939137,1,Yungipicus nanus
1978,0.811828617,0.848361678,0.884894739,0.501956324,1,Yungipicus nanus
1979,0.80741239,0.844384982,0.881357575,0.492168176,1,Yungipicus nanus
1980,0.802967349,0.840426928,0.877886507,0.482570896,1,Yungipicus nanus
1981,0.798665641,0.836487427,0.874309212,0.473160764,1,Yungipicus nanus
1982,0.794424538,0.832566392,0.870708246,0.463934129,1,Yungipicus nanus
1983,0.790193163,0.828663737,0.867134311,0.454887413,1,Yungipicus nanus
1984,0.786031206,0.824779376,0.863527545,0.446017109,1,Yungipicus nanus
1985,0.781835476,0.820913222,0.859990968,0.437319775,1,Yungipicus nanus
1986,0.777544811,0.817065191,0.856585572,0.42879204,1,Yungipicus nanus
1987,0.773452647,0.813235198,0.85301775,0.420430595,1,Yungipicus nanus
1988,0.76923022,0.809423158,0.849616097,0.412232198,1,Yungipicus nanus
1989,0.765160799,0.805628987,0.846097176,0.40419367,1,Yungipicus nanus
1990,0.761056928,0.801852601,0.842648275,0.396311894,1,Yungipicus nanus
1991,0.75703104,0.798093917,0.839156795,0.388583812,1,Yungipicus nanus
1992,0.753054815,0.794352852,0.835650889,0.381006427,1,Yungipicus nanus
1993,0.749021322,0.790629323,0.832237324,0.373576802,1,Yungipicus nanus
1994,0.745022918,0.786923248,0.828823578,0.366292055,1,Yungipicus nanus
1995,0.741069193,0.783234545,0.825399898,0.359149359,1,Yungipicus nanus
1996,0.737195168,0.779563134,0.821931099,0.352145947,1,Yungipicus nanus
1997,0.733315186,0.775908931,0.818502677,0.345279101,1,Yungipicus nanus
1998,0.729450001,0.772271858,0.815093715,0.338546159,1,Yungipicus nanus
1999,0.725643518,0.768651834,0.81166015,0.331944508,1,Yungipicus nanus
2000,0.721799651,0.765048778,0.808297906,0.325471591,1,Yungipicus nanus
2001,0.717976264,0.761462612,0.80494896,0.319124894,1,Yungipicus nanus
2002,0.714217066,0.757893256,0.801569447,0.312901959,1,Yungipicus nanus
2003,0.71050781,0.754340632,0.798173453,0.306800371,1,Yungipicus nanus
2004,0.706737432,0.75080466,0.794871888,0.300817764,1,Yungipicus nanus
2005,0.702996475,0.747285263,0.791574051,0.294951817,1,Yungipicus nanus
2006,0.699296121,0.743782363,0.788268606,0.289200257,1,Yungipicus nanus
2007,0.695579105,0.740295884,0.785012662,0.283560852,1,Yungipicus nanus
2008,0.691849349,0.736825747,0.781802145,0.278031415,1,Yungipicus nanus
2009,0.688228132,0.733371876,0.77851562,0.272609803,1,Yungipicus nanus
2010,0.684609593,0.729934195,0.775258797,0.267293911,1,Yungipicus nanus
2011,0.680943916,0.726512629,0.772081342,0.26208168,1,Yungipicus nanus
2012,0.677441152,0.723107101,0.76877305,0.256971087,1,Yungipicus nanus
2013,0.673923013,0.719717536,0.76551206,0.251960151,1,Yungipicus nanus
2014,0.670399001,0.71634386,0.76228872,0.247046928,1,Yungipicus nanus
2015,0.666895471,0.712985998,0.759076525,0.242229513,1,Yungipicus nanus
2016,0.663400415,0.709643877,0.755887338,0.237506038,1,Yungipicus nanus
2017,0.659993033,0.706317421,0.752641808,0.23287467,1,Yungipicus nanus
2018,0.656589608,0.703006558,0.749423508,0.228333614,1,Yungipicus nanus
2019,0.653147696,0.699711215,0.746274733,0.223881108,1,Yungipicus nanus
2020,0.6496909,0.696431318,0.743171737,0.219515427,1,Yungipicus nanus
2021,0.646266143,0.693166797,0.74006745,0.215234876,1,Yungipicus nanus
2022,0.64289462,0.689917577,0.736940534,0.211037796,1,Yungipicus nanus
2023,0.639620733,0.686683589,0.733746444,0.206922559,1,Yungipicus nanus
2024,0.636253393,0.683464759,0.730676126,0.202887569,1,Yungipicus nanus
2025,0.632900812,0.680261018,0.727621225,0.198931261,1,Yungipicus nanus
2026,0.629558579,0.677072295,0.724586011,0.195052102,1,Yungipicus nanus
2027,0.626248138,0.673898518,0.721548899,0.191248586,1,Yungipicus nanus
2028,0.622986351,0.670739619,0.718492887,0.187519238,1,Yungipicus nanus
2029,0.61970632,0.667595527,0.715484734,0.183862613,1,Yungipicus nanus
2030,0.616443502,0.664466173,0.712488844,0.180277292,1,Yungipicus nanus
1873,1,1,1,1,1,Upupa epops
1874,0.988268111,0.9953125,1.002356889,0.9805,1,Upupa epops
1875,0.98075907,0.990646973,1.000534876,0.96138025,1,Upupa epops
1876,0.999338884,0.999719409,1.000099935,0.998069013,1,Upupa epops
1877,0.988019615,0.995033224,1.002046833,0.978606667,1,Upupa epops
1878,0.99960328,0.999850997,1.000098713,0.998930333,1,Upupa epops
1879,0.988119652,0.995164195,1.002208739,0.979451192,1,Upupa epops
1880,0.980628305,0.990499363,1.000370421,0.960351894,1,Upupa epops
1881,0.999334265,0.999714981,1.000095697,0.998017595,1,Upupa epops
1882,0.988003871,0.995028817,1.002053763,0.978556252,1,Upupa epops
1883,0.980525154,0.990364619,1.000204084,0.959474405,1,Upupa epops
1884,0.973667547,0.985722285,0.997777024,0.940764654,1,Upupa epops
1885,0.967282062,0.981101712,0.994921362,0.922419743,1,Upupa epops
1886,0.961125585,0.976502798,0.99188001,0.904432558,1,Upupa epops
1887,0.955069844,0.971925441,0.988781037,0.886796123,1,Upupa epops
1888,0.949217849,0.96736954,0.985521231,0.869503599,1,Upupa epops
1889,0.943515322,0.962834996,0.98215467,0.852548279,1,Upupa epops
1890,0.937912783,0.958321707,0.978730631,0.835923587,1,Upupa epops
1891,0.932458036,0.953829574,0.975201111,0.819623077,1,Upupa epops
1892,0.926981285,0.949358497,0.97173571,0.803640427,1,Upupa epops
1893,0.921640745,0.944908379,0.968176014,0.787969439,1,Upupa epops
1894,0.916335961,0.940479121,0.964622282,0.772604035,1,Upupa epops
1895,0.911078239,0.936070626,0.961063012,0.757538256,1,Upupa epops
1896,0.905814638,0.931682795,0.957550951,0.74276626,1,Upupa epops
1897,0.900724121,0.927315531,0.953906942,0.728282318,1,Upupa epops
1898,0.895668999,0.92296874,0.950268481,0.714080813,1,Upupa epops
1899,0.890542681,0.918642324,0.946741967,0.700156237,1,Upupa epops
1900,0.885634192,0.914336188,0.943038184,0.68650319,1,Upupa epops
1901,0.880694849,0.910050237,0.939405625,0.673116378,1,Upupa epops
1902,0.875650247,0.905784377,0.935918507,0.659990609,1,Upupa epops
1903,0.870846884,0.901538512,0.932230141,0.647120792,1,Upupa epops
1904,0.866028076,0.897312551,0.928597026,0.634501936,1,Upupa epops
1905,0.861398972,0.893106398,0.924813824,0.622129149,1,Upupa epops
1906,0.856712758,0.888919962,0.921127165,0.60999763,1,Upupa epops
1907,0.851936016,0.884753149,0.917570283,0.598102677,1,Upupa epops
1908,0.847290659,0.880605869,0.913921079,0.586439674,1,Upupa epops
1909,0.842703353,0.876478029,0.910252705,0.575004101,1,Upupa epops
1910,0.838090826,0.872369538,0.90664825,0.563791521,1,Upupa epops
1911,0.83337484,0.868280306,0.903185772,0.552797586,1,Upupa epops
1912,0.828870245,0.864210242,0.899550239,0.542018033,1,Upupa epops
1913,0.82439786,0.860159257,0.895920653,0.531448682,1,Upupa epops
1914,0.820027891,0.85612726,0.89222663,0.521085432,1,Upupa epops
1915,0.815734165,0.852114164,0.888494163,0.510924266,1,Upupa epops
1916,0.811333103,0.848119878,0.884906654,0.500961243,1,Upupa epops
1917,0.806948906,0.844144317,0.881339727,0.491192499,1,Upupa epops
1918,0.802574962,0.84018739,0.877799818,0.481614245,1,Upupa epops
1919,0.798298765,0.836249012,0.874199259,0.472222767,1,Upupa epops
1920,0.79398812,0.832329094,0.870670068,0.463014423,1,Upupa epops
1921,0.789686116,0.828427552,0.867168988,0.453985642,1,Upupa epops
1922,0.78547505,0.824544298,0.863613545,0.445132922,1,Upupa epops
1923,0.781263153,0.820679246,0.860095339,0.43645283,1,Upupa epops
1924,0.777049947,0.816832312,0.856614677,0.427942,1,Upupa epops
1925,0.772868502,0.813003411,0.853138319,0.419597131,1,Upupa epops
1926,0.768687961,0.809192457,0.849696953,0.411414987,1,Upupa epops
1927,0.764632173,0.805399368,0.846166562,0.403392395,1,Upupa epops
1928,0.760569665,0.801624058,0.842678451,0.395526243,1,Upupa epops
1929,0.756565372,0.797866445,0.839167519,0.387813481,1,Upupa epops
1930,0.752595499,0.794126446,0.835657393,0.380251118,1,Upupa epops
1931,0.748560917,0.790403979,0.832247041,0.372836222,1,Upupa epops
1932,0.744522226,0.78669896,0.828875694,0.365565915,1,Upupa epops
1933,0.740548681,0.783011309,0.825473937,0.35843738,1,Upupa epops
1934,0.736690009,0.779340943,0.821991877,0.351447851,1,Upupa epops
1935,0.732789804,0.775687782,0.818585761,0.344594618,1,Upupa epops
1936,0.728864793,0.772051746,0.815238699,0.337875023,1,Upupa epops
1937,0.987703514,0.993161552,0.998619591,0.966893751,1,Upupa epops
1938,0.97955815,0.988506108,0.997454065,0.948039323,1,Upupa epops
1939,0.97263575,0.983872485,0.995109221,0.929552556,1,Upupa epops
1940,0.965971595,0.979260583,0.992549571,0.911426281,1,Upupa epops
1941,0.95967029,0.974670299,0.989670308,0.893653469,1,Upupa epops
1942,0.953613788,0.970101532,0.986589276,0.876227226,1,Upupa epops
1943,0.947669061,0.965554181,0.983439301,0.859140795,1,Upupa epops
1944,0.941932094,0.961028146,0.980124197,0.84238755,1,Upupa epops
1945,0.936308695,0.956523326,0.976737958,0.825960993,1,Upupa epops
1946,0.93073242,0.952039623,0.973346826,0.809854753,1,Upupa epops
1947,0.925314964,0.947576938,0.969838911,0.794062586,1,Upupa epops
1948,0.919990333,0.943135171,0.966280008,0.778578365,1,Upupa epops
1949,0.914661394,0.938714225,0.962767055,0.763396087,1,Upupa epops
1950,0.909457484,0.934314002,0.959170519,0.748509863,1,Upupa epops
1951,0.904270556,0.929934405,0.955598254,0.733913921,1,Upupa epops
1952,0.899250519,0.925575337,0.951900155,0.7196026,1,Upupa epops
1953,0.894174945,0.921236703,0.948298461,0.705570349,1,Upupa epops
1954,0.889231128,0.916918406,0.944605684,0.691811727,1,Upupa epops
1955,0.884370972,0.912620351,0.940869729,0.678321398,1,Upupa epops
1956,0.879355861,0.908342443,0.937329024,0.665094131,1,Upupa epops
1957,0.874485238,0.904084588,0.933683937,0.652124796,1,Upupa epops
1958,0.869725388,0.899846691,0.929967994,0.639408362,1,Upupa epops
1959,0.864992853,0.89562866,0.926264466,0.626939899,1,Upupa epops
1960,0.860197255,0.8914304,0.922663546,0.614714571,1,Upupa epops
1961,0.855357747,0.88725182,0.919145894,0.602727637,1,Upupa epops
1962,0.8507016,0.883092828,0.915484055,0.590974448,1,Upupa epops
1963,0.846006194,0.87895333,0.911900465,0.579450446,1,Upupa epops
1964,0.841408463,0.874833236,0.908258009,0.568151162,1,Upupa epops
1965,0.836789277,0.870732455,0.904675634,0.557072215,1,Upupa epops
1966,0.832246256,0.866650897,0.901055538,0.546209307,1,Upupa epops
1967,0.827772155,0.862588471,0.897404787,0.535558225,1,Upupa epops
1968,0.823298786,0.858545087,0.893791389,0.52511484,1,Upupa epops
1969,0.818709515,0.854520657,0.8903318,0.5148751,1,Upupa epops
1970,0.814294807,0.850515092,0.886735377,0.504835036,1,Upupa epops
1971,0.809875819,0.846528302,0.883180785,0.494990753,1,Upupa epops
1972,0.805479796,0.842560201,0.879640605,0.485338433,1,Upupa epops
1973,0.801171533,0.8386107,0.876049866,0.475874334,1,Upupa epops
1974,0.796820184,0.834679712,0.87253924,0.466594784,1,Upupa epops
1975,0.792538456,0.830767151,0.868995846,0.457496186,1,Upupa epops
1976,0.78825221,0.82687293,0.86549365,0.44857501,1,Upupa epops
1977,0.783925116,0.822996963,0.862068811,0.439827797,1,Upupa epops
1978,0.779688367,0.819139165,0.858589963,0.431251155,1,Upupa epops
1979,0.775591319,0.81529945,0.855007581,0.422841758,1,Upupa epops
1980,0.771381861,0.811477734,0.851573607,0.414596344,1,Upupa epops
1981,0.767264458,0.807673932,0.848083406,0.406511715,1,Upupa epops
1982,0.763075167,0.803887961,0.844700754,0.398584736,1,Upupa epops
1983,0.75897953,0.800119736,0.841259941,0.390812334,1,Upupa epops
1984,0.754938148,0.796369174,0.837800201,0.383191494,1,Upupa epops
1985,0.750981276,0.792636194,0.834291112,0.375719259,1,Upupa epops
1986,0.747075332,0.788920712,0.830766091,0.368392734,1,Upupa epops
1987,0.743177472,0.785222646,0.82726782,0.361209076,1,Upupa epops
1988,0.739306941,0.781541915,0.823776888,0.354165499,1,Upupa epops
1989,0.735379762,0.777878437,0.820377112,0.347259271,1,Upupa epops
1990,0.731495663,0.774232132,0.816968601,0.340487716,1,Upupa epops
1991,0.727618997,0.770602919,0.813586841,0.333848205,1,Upupa epops
1992,0.723775515,0.766990718,0.810205921,0.327338165,1,Upupa epops
1993,0.719982961,0.763395449,0.806807936,0.320955071,1,Upupa epops
