"catalogNumber","institutionCode","scientific_name","individualCount","year","month","day","locality","historical_site_code","decimalLatitude","decimalLongitude","collectedBy","coordinateUncertaintyInMeters","notes","common_name","species_code","order"
"","NHM Tring","Machlolophus aplonotus","",1876,10,9,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Indian Yellow Tit","IYTI","Passeriformes"
"88.5.30.96","NHM Tring","Machlolophus aplonotus","",1876,8,28,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.291","NHM Tring","Machlolophus aplonotus","",1881,1,29,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"82.6.8.7","NHM Tring","Machlolophus aplonotus","",1881,11,9,"Coonoor","CNRG",NA,NA,"W Davison","","","Indian Yellow Tit","IYTI","Passeriformes"
"82.6.8.6","NHM Tring","Machlolophus aplonotus","",1881,11,10,"Coonoor","CNRG",NA,NA,"W Davison","","","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.297","NHM Tring","Machlolophus aplonotus","",1881,6,12,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"88.5.30.99","NHM Tring","Machlolophus aplonotus","",1878,4,NA,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.285","NHM Tring","Machlolophus aplonotus","",1881,3,27,"Gudalur","GDLR",NA,NA,"W Davison","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.299","NHM Tring","Machlolophus aplonotus","",1881,3,10,"Kotagiri","LWSL",NA,NA,"","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.287","NHM Tring","Machlolophus aplonotus","",1881,3,26,"Naduvattum","NDVT",NA,NA,"W Davison","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.286","NHM Tring","Machlolophus aplonotus","",1871,NA,NA,"Naduvattum","NDVT",NA,NA,"","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.289","NHM Tring","Machlolophus aplonotus","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.290","NHM Tring","Machlolophus aplonotus","",1881,8,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"86.11.1.2050","NHM Tring","Machlolophus aplonotus","",1867,4,31,"Ootacamund","OTCM",NA,NA,"","","Hume coll.","Indian Yellow Tit","IYTI","Passeriformes"
"SKIN-586691","AMNH","Montecincla cachinnans","",1873,1,10,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"SKIN-586692","AMNH","Montecincla cachinnans","",1867,3,28,"Ootacamund","OTCM",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"SKIN-586693","AMNH","Montecincla cachinnans","",1876,3,30,"Ootacamund","OTCM",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"2966","BNHS","Montecincla cachinnans","",1894,5,NA,"Ootacamund","OTCM",NA,NA,"J P Cook","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2911","NHM Tring","Montecincla cachinnans","",1873,2,19,"Coonoor","CNRG",NA,NA,"F Day","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2912","NHM Tring","Montecincla cachinnans","",1877,7,12,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2913","NHM Tring","Montecincla cachinnans","",1867,7,26,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"82.6.8.35","NHM Tring","Montecincla cachinnans","",1882,4,2,"Coonoor","CNRG",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2909","NHM Tring","Montecincla cachinnans","",1881,1,28,"Coonoor","CNRG",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2910","NHM Tring","Montecincla cachinnans","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.3011","NHM Tring","Montecincla cachinnans","",1881,1,28,"Coonoor","CNRG",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2934","NHM Tring","Montecincla cachinnans","",1874,9,23,"Kotagiri","LWSL",NA,NA,"M Cockburn","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2907","NHM Tring","Montecincla cachinnans","",1872,5,10,"Naduvattum","NDVT",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2908","NHM Tring","Montecincla cachinnans","",1881,3,24,"Naduvattum","NDVT",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2923","NHM Tring","Montecincla cachinnans","",1873,3,21,"Ootacamund","OTCM",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2926","NHM Tring","Montecincla cachinnans","",1867,NA,NA,"Ootacamund","OTCM",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2930","NHM Tring","Montecincla cachinnans","",1867,4,9,"Ootacamund","OTCM",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"1925.12.23.182","NHM Tring","Montecincla cachinnans","",1894,7,13,"Ootacamund","OTCM",NA,NA,"J Davidson","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"81.7.29.12","NHM Tring","Montecincla cachinnans","",1876,8,6,"Ootacamund","OTCM",NA,NA,"R G Wardlaw-Ramsay","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"88.4.20.599","NHM Tring","Montecincla cachinnans","",1876,9,2,"Ootacamund","OTCM",NA,NA,"R G Wardlaw-Ramsay","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2914","NHM Tring","Montecincla cachinnans","",1881,1,14,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2915","NHM Tring","Montecincla cachinnans","",1881,1,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2916","NHM Tring","Montecincla cachinnans","",1881,1,14,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2917","NHM Tring","Montecincla cachinnans","",1881,3,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2918","NHM Tring","Montecincla cachinnans","",1881,3,4,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2919","NHM Tring","Montecincla cachinnans","",1881,3,4,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2920","NHM Tring","Montecincla cachinnans","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2921","NHM Tring","Montecincla cachinnans","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2922","NHM Tring","Montecincla cachinnans","",1881,2,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2924","NHM Tring","Montecincla cachinnans","",1881,3,10,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2925","NHM Tring","Montecincla cachinnans","",1881,3,4,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2927","NHM Tring","Montecincla cachinnans","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2929","NHM Tring","Montecincla cachinnans","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2931","NHM Tring","Montecincla cachinnans","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2932","NHM Tring","Montecincla cachinnans","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.2933","NHM Tring","Montecincla cachinnans","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"27/Tim/11/d/3","UMZC","Montecincla cachinnans","",1873,2,18,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"27/Tim/11/d/4","UMZC","Montecincla cachinnans","",1873,2,20,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"27/Tim/11/d/5","UMZC","Montecincla cachinnans","",1873,2,12,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"27/Tim/11/d/6","UMZC","Montecincla cachinnans","",1873,2,8,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"27/Tim/11/d/8","UMZC","Montecincla cachinnans","",1873,3,21,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"27/Tim/11/d/9","UMZC","Montecincla cachinnans","",1873,3,3,"Coonoor","CNRG",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"106499","USNM","Montecincla cachinnans","",1882,2,12,"Coonoor","CNRG",NA,NA,"W Davison","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"60471","USNM","Montecincla cachinnans","",1867,3,27,"Ootacamund","OTCM",NA,NA,"","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"1341","ZSI","Montecincla cachinnans","",1868,2,20,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"1342","ZSI","Montecincla cachinnans","",1868,2,20,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"1343","ZSI","Montecincla cachinnans","",1868,2,20,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"1344","ZSI","Montecincla cachinnans","",1868,2,20,"Ootacamund","OTCM",NA,NA,"W T Blanford","","","Nilgiri Laughingthrush","NILA","Passeriformes"
"34245","NHM Tring","Montecincla cachinnans","1",1876,4,3,"Ootacamund","OTCM",11.412053,76.702695,"W Davison","2561","age class: adult; sex: female","Nilgiri Laughingthrush","NILA","Passeriformes"
"86.10.1.94","NHM Tring","Myophonus horsfieldii","",1867,8,24,"Burliar","BVLR",NA,NA,"","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.88","NHM Tring","Myophonus horsfieldii","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.92","NHM Tring","Myophonus horsfieldii","",1867,7,9,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.90","NHM Tring","Myophonus horsfieldii","",1881,1,28,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.93","NHM Tring","Myophonus horsfieldii","",1867,7,14,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"82.6.8.28","NHM Tring","Myophonus horsfieldii","",1882,3,3,"Coonoor","CNRG",NA,NA,"W Davison","","","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.89","NHM Tring","Myophonus horsfieldii","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.87","NHM Tring","Myophonus horsfieldii","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.91","NHM Tring","Myophonus horsfieldii","",1881,6,18,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"88.4.20.37","NHM Tring","Myophonus horsfieldii","",1876,9,24,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"88.4.20.38","NHM Tring","Myophonus horsfieldii","",1876,9,27,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.83","NHM Tring","Myophonus horsfieldii","",1881,5,25,"Gudalur","GDLR",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.7219","NHM Tring","Myophonus horsfieldii","",1881,3,12,"Kotagiri","LWSL",NA,NA,"W Davison","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.86","NHM Tring","Myophonus horsfieldii","",1877,6,13,"Kotagiri","LWSL",NA,NA,"","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"88.4.20.39","NHM Tring","Myophonus horsfieldii","",1876,9,12,"Kullar","KULR",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.95","NHM Tring","Myophonus horsfieldii","",1870,9,29,"Kullar","KULR",NA,NA,"","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.99","NHM Tring","Myophonus horsfieldii","",1871,NA,NA,"Naduvattum","NDVT",NA,NA,"","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"86.10.1.100","NHM Tring","Myophonus horsfieldii","",1872,NA,NA,"Naduvattum","NDVT",NA,NA,"","","Hume coll.","Malabar Whistling-Thrush","MWTH","Passeriformes"
"BIB11","JournalData","Pellorneum ruficeps","X",1881,NA,NA,"Coonoor","CNRG",NA,NA,"W Davison","","","Puff-throated Babbler","PTBA","Passeriformes"
"BIB11","JournalData","Pellorneum ruficeps","X",1881,NA,NA,"Naduvattum","NDVT",NA,NA,"W Davison","","","Puff-throated Babbler","PTBA","Passeriformes"
"","NHM Tring","Pellorneum ruficeps","",1885,11,21,"Coonoor","CNRG",NA,NA,"","","","Puff-throated Babbler","PTBA","Passeriformes"
"","NHM Tring","Pellorneum ruficeps","",1885,11,21,"Coonoor","CNRG",NA,NA,"","","","Puff-throated Babbler","PTBA","Passeriformes"
"86.10.1.4822","NHM Tring","Pellorneum ruficeps","",1874,12,4,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Puff-throated Babbler","PTBA","Passeriformes"
"100614","USNM","Pellorneum ruficeps","",1883,4,3,"Coonoor","CNRG",NA,NA,"W Davison","","","Puff-throated Babbler","PTBA","Passeriformes"
"89.5.13.291","NHM Tring","Perdicula erythrorhyncha","",1869,7,13,"Coonoor","CNRG",NA,NA,"G M Slaughter","","Tweedale coll.","Painted Bush-Quail","PBQU","Galliformes"
"","NHM Tring","Perdicula erythrorhyncha","",1876,9,12,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","","Painted Bush-Quail","PBQU","Galliformes"
"89.5.13.215","NHM Tring","Perdicula erythrorhyncha","",1876,9,12,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.13.216","NHM Tring","Perdicula erythrorhyncha","",1876,9,28,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.766","NHM Tring","Perdicula erythrorhyncha","",1867,7,12,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"","NHM Tring","Perdicula erythrorhyncha","",1885,5,13,"Kalhatti","KLHT",NA,NA,"","","","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.741","NHM Tring","Perdicula erythrorhyncha","",1874,10,16,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.740","NHM Tring","Perdicula erythrorhyncha","",1874,10,16,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.742","NHM Tring","Perdicula erythrorhyncha","",1874,10,19,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.743","NHM Tring","Perdicula erythrorhyncha","",1874,10,8,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.746","NHM Tring","Perdicula erythrorhyncha","",1881,2,5,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.750","NHM Tring","Perdicula erythrorhyncha","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.747","NHM Tring","Perdicula erythrorhyncha","",1881,2,4,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.749","NHM Tring","Perdicula erythrorhyncha","",1881,3,14,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.765","NHM Tring","Perdicula erythrorhyncha","",1881,7,10,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.757","NHM Tring","Perdicula erythrorhyncha","",1876,4,3,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.759","NHM Tring","Perdicula erythrorhyncha","",1876,4,4,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.756","NHM Tring","Perdicula erythrorhyncha","",1876,4,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.763","NHM Tring","Perdicula erythrorhyncha","",1867,6,24,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.764","NHM Tring","Perdicula erythrorhyncha","",1867,6,26,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.758","NHM Tring","Perdicula erythrorhyncha","",1876,4,28,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.754","NHM Tring","Perdicula erythrorhyncha","",1876,4,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.744","NHM Tring","Perdicula erythrorhyncha","",1881,1,20,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.752","NHM Tring","Perdicula erythrorhyncha","",1881,3,15,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.745","NHM Tring","Perdicula erythrorhyncha","",1881,1,22,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.761","NHM Tring","Perdicula erythrorhyncha","",1867,6,28,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.766","NHM Tring","Perdicula erythrorhyncha","",1870,6,4,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"89.5.10.762","NHM Tring","Perdicula erythrorhyncha","",1867,6,9,"Ootacamund","OTCM",NA,NA,"W Davison","","Hume coll.","Painted Bush-Quail","PBQU","Galliformes"
"62654","NHM Tring","Perdicula erythrorhyncha","1",1869,7,13,"Coonoor","CNRG",11.35,76.783333,"G M Slaughter","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101904","NHM Tring","Perdicula erythrorhyncha","1",1867,7,12,"Coonoor","CNRG",11.35,76.783333,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86904","NHM Tring","Perdicula erythrorhyncha","1",1876,9,12,"Coonoor","CNRG",11.35,76.783333,"","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86911","NHM Tring","Perdicula erythrorhyncha","1",1876,9,12,"Coonoor","CNRG",11.35,76.783333,"","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86906","NHM Tring","Perdicula erythrorhyncha","",1876,9,28,"Coonoor","CNRG",11.35,76.783333,"","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86903","NHM Tring","Perdicula erythrorhyncha","1",1874,10,16,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86908","NHM Tring","Perdicula erythrorhyncha","1",1874,10,19,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86913","NHM Tring","Perdicula erythrorhyncha","1",1874,10,16,"Kotagiri","LWSL",11.433333,76.883333,"M Cockburn","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101895","NHM Tring","Perdicula erythrorhyncha","1",1874,10,8,"Kotagiri","LWSL",11.433333,76.883333,"","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86902","NHM Tring","Perdicula erythrorhyncha","1",1881,3,15,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86905","NHM Tring","Perdicula erythrorhyncha","1",1881,1,22,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86909","NHM Tring","Perdicula erythrorhyncha","1",1867,6,26,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86910","NHM Tring","Perdicula erythrorhyncha","1",1876,4,28,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86912","NHM Tring","Perdicula erythrorhyncha","1",1881,1,20,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86914","NHM Tring","Perdicula erythrorhyncha","1",1876,4,4,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"86916","NHM Tring","Perdicula erythrorhyncha","1",1876,4,15,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101893","NHM Tring","Perdicula erythrorhyncha","1",1867,6,9,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101894","NHM Tring","Perdicula erythrorhyncha","1",1867,6,28,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101896","NHM Tring","Perdicula erythrorhyncha","1",1881,2,5,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101897","NHM Tring","Perdicula erythrorhyncha","1",1881,2,4,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101898","NHM Tring","Perdicula erythrorhyncha","1",1881,3,14,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101899","NHM Tring","Perdicula erythrorhyncha","1",1876,4,3,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101900","NHM Tring","Perdicula erythrorhyncha","1",1881,7,10,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101901","NHM Tring","Perdicula erythrorhyncha","1",1881,3,15,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"101903","NHM Tring","Perdicula erythrorhyncha","1",1867,6,24,"Ootacamund","OTCM",11.466667,76.7,"W Davison","1848","","Painted Bush-Quail","PBQU","Galliformes"
"87.12.30.252","NHM Tring","Pericrocotus flammeus","",1878,4,NA,"Burliar","BVLR",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.467","NHM Tring","Pericrocotus flammeus","",1867,9,11,"Burliar","BVLR",NA,NA,"W Davison","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.465","NHM Tring","Pericrocotus flammeus","",1867,9,7,"Burliar","BVLR",NA,NA,"","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.466","NHM Tring","Pericrocotus flammeus","",1867,9,8,"Burliar","BVLR",NA,NA,"","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"87.12.30.355","NHM Tring","Pericrocotus flammeus","",1876,10,3,"Coonoor","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.456","NHM Tring","Pericrocotus flammeus","",1881,1,27,"Coonoor","CNRG",NA,NA,"W Davison","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"87.12.30.354","NHM Tring","Pericrocotus flammeus","",1876,9,17,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Orange Minivet","ORMI","Passeriformes"
"87.12.30.251","NHM Tring","Pericrocotus flammeus","",1878,4,NA,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Orange Minivet","ORMI","Passeriformes"
"87.12.30.1399","NHM Tring","Pericrocotus flammeus","",1876,9,27,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Orange Minivet","ORMI","Passeriformes"
"87.12.30.256","NHM Tring","Pericrocotus flammeus","",1876,10,5,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Orange Minivet","ORMI","Passeriformes"
"87.12.30.353","NHM Tring","Pericrocotus flammeus","",1878,9,NA,"Coonoor Ghat","CNRG",NA,NA,"R G Wardlaw-Ramsay","","Tweedale coll.","Orange Minivet","ORMI","Passeriformes"
"","NHM Tring","Pericrocotus flammeus","",1881,1,25,"Coonoor Ghat","CNRG",NA,NA,"W Davison","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
"86.4.1.451","NHM Tring","Pericrocotus flammeus","",1874,8,26,"Kotagiri","LWSL",NA,NA,"M Cockburn","","Hume coll.","Orange Minivet","ORMI","Passeriformes"
